###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: WinnieSzeto
### Launch time: 0:00:06 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:07	1/1/2019 	76	97.00	7.00	6.51	27.07	102027.09	47972	0	WinnieSzeto	
2	0:00:08	1/1/2019 	1182	175.00	8.00	8.69	27.07	102027.58	53375	0	WinnieSzeto	
3	0:00:09	1/1/2019 	2048	197.00	8.00	9.23	27.07	102027.91	49817	0	WinnieSzeto	
4	0:00:10	1/1/2019 	3252	82.00	7.00	6.17	27.07	102028.58	49817	0	WinnieSzeto	
5	0:00:10	1/1/2019 	3869	961.00	179.00	43.24	27.07	102028.58	49820	1	WinnieSzeto	
6	0:00:11	1/1/2019 	4164	102.00	8.00	6.65	27.07	102028.91	1849	0	WinnieSzeto	
7	0:00:11	1/1/2019 	4553	65.00	8.00	5.92	27.07	102029.45	49817	0	WinnieSzeto	
8	0:00:11	1/1/2019 	4677	152.00	8.00	8.07	27.07	102029.45	4348	0	WinnieSzeto	
9	0:00:12	1/1/2019 	5008	168.00	8.00	8.51	27.07	102029.45	1846	0	WinnieSzeto	
10	0:00:12	1/1/2019 	5148	133.00	8.00	7.53	27.07	102029.45	1848	0	WinnieSzeto	
11	0:00:12	1/1/2019 	5214	65.00	7.00	5.92	27.07	102029.45	1847	0	WinnieSzeto	
12	0:00:14	1/1/2019 	7365	521.00	8.00	13.00	27.08	102030.55	97786	0	WinnieSzeto	
13	0:00:15	1/1/2019 	8224	355.00	8.00	11.71	27.08	102031.08	49815	0	WinnieSzeto	
14	0:00:15	1/1/2019 	8307	688.00	11.00	15.29	27.08	102031.46	1848	0	WinnieSzeto	
15	0:00:15	1/1/2019 	8327	472.00	8.00	12.63	27.08	102031.46	4417	0	WinnieSzeto	
16	0:00:15	1/1/2019 	8467	929.00	138.00	37.28	27.08	102031.46	1847	1	WinnieSzeto	
17	0:00:15	1/1/2019 	8578	154.00	8.00	8.13	27.08	102031.46	49820	0	WinnieSzeto	
18	0:00:15	1/1/2019 	8855	124.00	8.00	7.27	27.08	102031.46	1848	0	WinnieSzeto	
19	0:00:15	1/1/2019 	8927	892.00	93.00	28.66	27.08	102031.46	1847	1	WinnieSzeto	
20	0:00:17	1/1/2019 	10630	114.00	8.00	6.98	27.09	102032.75	97787	0	WinnieSzeto	
21	0:00:17	1/1/2019 	10914	180.00	8.00	8.82	27.09	102032.75	5389	0	WinnieSzeto	
22	0:00:18	1/1/2019 	11258	88.00	7.00	6.30	27.09	102032.97	1846	0	WinnieSzeto	
23	0:00:18	1/1/2019 	11416	123.00	8.00	7.24	27.09	102032.97	1849	0	WinnieSzeto	
24	0:00:18	1/1/2019 	11884	959.00	160.00	40.80	27.10	102033.73	49814	0	WinnieSzeto	
25	0:00:19	1/1/2019 	12189	841.00	69.00	24.71	27.10	102033.77	1849	1	WinnieSzeto	
26	0:00:19	1/1/2019 	12284	812.00	51.00	22.62	27.10	102033.77	1849	0	WinnieSzeto	
27	0:00:19	1/1/2019 	12884	745.00	17.00	17.32	27.10	102034.17	52405	0	WinnieSzeto	
28	0:00:21	1/1/2019 	14022	588.00	8.00	13.70	27.11	102034.48	49817	0	WinnieSzeto	
29	0:00:22	1/1/2019 	15380	256.00	8.00	10.39	27.12	102034.80	49816	0	WinnieSzeto	
30	0:00:23	1/1/2019 	16379	207.00	8.00	9.45	27.13	102034.77	49815	0	WinnieSzeto	
31	0:00:23	1/1/2019 	16452	97.00	8.00	6.52	27.13	102034.77	1849	0	WinnieSzeto	
32	0:00:24	1/1/2019 	17071	977.00	778.00	138.70	27.13	102034.85	49816	1	WinnieSzeto	
33	0:00:24	1/1/2019 	17348	65.00	8.00	5.92	27.14	102034.94	1851	0	WinnieSzeto	
34	0:00:25	1/1/2019 	18265	801.00	42.00	21.70	27.15	102035.28	52400	1	WinnieSzeto	
35	0:00:25	1/1/2019 	18637	73.00	8.00	6.02	27.15	102035.28	49818	0	WinnieSzeto	
36	0:00:25	1/1/2019 	18671	171.00	7.00	8.58	27.15	102035.28	1846	0	WinnieSzeto	
37	0:00:25	1/1/2019 	18695	378.00	8.00	11.93	27.15	102035.28	1849	0	WinnieSzeto	
38	0:00:25	1/1/2019 	18835	77.00	7.00	6.08	27.15	102035.39	1848	0	WinnieSzeto	
39	0:00:26	1/1/2019 	19106	862.00	79.00	26.19	27.15	102035.39	1849	1	WinnieSzeto	
40	0:00:26	1/1/2019 	19645	946.00	151.00	39.45	27.16	102035.64	52385	0	WinnieSzeto	
41	0:00:27	1/1/2019 	20308	161.00	8.00	8.32	27.16	102035.55	2575	0	WinnieSzeto	
42	0:00:28	1/1/2019 	21187	90.00	8.00	6.35	27.17	102035.80	49817	0	WinnieSzeto	
43	0:00:28	1/1/2019 	21935	447.00	8.00	12.46	27.18	102035.77	49818	0	WinnieSzeto	
44	0:00:30	1/1/2019 	23047	735.00	17.00	17.31	27.21	102036.22	49817	1	WinnieSzeto	
45	0:00:30	1/1/2019 	23736	62.00	8.00	5.90	27.23	102036.07	49820	0	WinnieSzeto	
46	0:00:31	1/1/2019 	24025	486.00	8.00	12.73	27.23	102036.07	4455	0	WinnieSzeto	
47	0:00:31	1/1/2019 	24358	315.00	8.00	11.26	27.25	102036.55	1849	0	WinnieSzeto	
