###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: Titan
### Launch time: 0:00:06 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:07	1/1/2019 	161	960.00	193.00	44.74	27.36	101227.34	50546	0	Titan	
2	0:00:07	1/1/2019 	341	156.00	8.00	8.19	27.36	101227.34	4973	0	Titan	
3	0:00:07	1/1/2019 	762	109.00	8.00	6.84	27.36	101227.86	52388	0	Titan	
4	0:00:08	1/1/2019 	1465	113.00	8.00	6.95	27.36	101228.21	1847	0	Titan	
5	0:00:08	1/1/2019 	1866	968.00	283.00	54.44	27.36	101228.00	52388	0	Titan	
6	0:00:08	1/1/2019 	1901	921.00	122.00	34.31	27.36	101228.00	1849	0	Titan	
7	0:00:09	1/1/2019 	2122	614.00	9.00	14.20	27.36	101228.17	1848	0	Titan	
8	0:00:09	1/1/2019 	2805	60.00	8.00	5.89	27.35	101228.12	52396	0	Titan	
9	0:00:09	1/1/2019 	2974	72.00	8.00	6.00	27.35	101228.12	3833	0	Titan	
10	0:00:11	1/1/2019 	4338	146.00	8.00	7.90	27.35	101228.77	52394	0	Titan	
11	0:00:11	1/1/2019 	4714	708.00	13.00	16.01	27.35	101229.30	52392	0	Titan	
12	0:00:14	1/1/2019 	7380	974.00	679.00	122.55	27.35	101231.12	102936	0	Titan	
13	0:00:15	1/1/2019 	8575	66.00	8.00	5.93	27.34	101231.77	102941	0	Titan	
14	0:00:15	1/1/2019 	8996	130.00	8.00	7.44	27.34	101232.11	1848	0	Titan	
15	0:00:16	1/1/2019 	9074	71.00	8.00	5.99	27.34	101232.11	1846	0	Titan	
16	0:00:17	1/1/2019 	10475	158.00	8.00	8.24	27.34	101232.91	54370	0	Titan	
17	0:00:18	1/1/2019 	11255	107.00	8.00	6.78	27.34	101233.27	53341	0	Titan	
18	0:00:18	1/1/2019 	11388	631.00	9.00	14.38	27.33	101233.05	1847	0	Titan	
19	0:00:18	1/1/2019 	11879	186.00	8.00	8.97	27.33	101233.56	52390	0	Titan	
20	0:00:19	1/1/2019 	12635	71.00	8.00	5.99	27.33	101233.38	52391	0	Titan	
21	0:00:20	1/1/2019 	13582	890.00	97.00	29.39	27.33	101233.50	52397	0	Titan	
22	0:00:20	1/1/2019 	13990	171.00	8.00	8.59	27.33	101233.50	1850	0	Titan	
23	0:00:22	1/1/2019 	15890	944.00	150.00	39.29	27.32	101233.59	105053	0	Titan	
24	0:00:23	1/1/2019 	16988	677.00	11.00	15.26	27.32	101233.02	52393	0	Titan	
25	0:00:24	1/1/2019 	17400	131.00	8.00	7.47	27.32	101233.02	1850	0	Titan	
26	0:00:24	1/1/2019 	17616	581.00	9.00	13.78	27.32	101233.02	52389	0	Titan	
27	0:00:25	1/1/2019 	18338	956.00	174.00	42.64	27.32	101233.31	1850	0	Titan	
28	0:00:25	1/1/2019 	18949	208.00	8.00	9.48	27.31	101233.10	52392	0	Titan	
29	0:00:26	1/1/2019 	19355	968.00	350.00	65.88	27.31	101233.27	3828	0	Titan	
30	0:00:26	1/1/2019 	19404	558.00	8.00	13.36	27.31	101233.27	1850	0	Titan	
31	0:00:26	1/1/2019 	19436	201.00	8.00	9.32	27.31	101233.27	1847	0	Titan	
32	0:00:26	1/1/2019 	19661	828.00	63.00	23.93	27.31	101233.27	52391	0	Titan	
33	0:00:29	1/1/2019 	22102	502.00	8.00	12.84	27.31	101233.38	103889	0	Titan	
34	0:00:29	1/1/2019 	22429	155.00	8.00	8.16	27.31	101233.38	1855	0	Titan	
35	0:00:29	1/1/2019 	22854	96.00	8.00	6.49	27.30	101233.53	52395	0	Titan	
36	0:00:30	1/1/2019 	23246	811.00	50.00	22.52	27.30	101233.66	4022	0	Titan	
37	0:00:31	1/1/2019 	24116	574.00	9.00	13.69	27.30	101233.97	52394	0	Titan	
38	0:00:33	1/1/2019 	26126	757.00	21.00	18.41	27.29	101234.59	102938	0	Titan	
39	0:00:34	1/1/2019 	27139	104.00	8.00	6.70	27.29	101234.73	52393	0	Titan	
40	0:00:36	1/1/2019 	29059	200.00	8.00	9.30	27.29	101235.33	102935	0	Titan	
41	0:00:36	1/1/2019 	29492	160.00	8.00	8.30	27.28	101235.14	1848	0	Titan	
42	0:00:36	1/1/2019 	29781	107.00	8.00	6.78	27.28	101235.14	52391	0	Titan	
43	0:00:37	1/1/2019 	30779	182.00	8.00	8.87	27.28	101235.10	55473	0	Titan	
44	0:00:38	1/1/2019 	31263	165.00	8.00	8.43	27.28	101235.27	1848	0	Titan	
45	0:00:38	1/1/2019 	31860	85.00	10.00	6.24	27.28	101235.23	52391	0	Titan	
46	0:00:41	1/1/2019 	34364	311.00	8.00	11.20	27.27	101235.67	102934	0	Titan	
47	0:00:41	1/1/2019 	34967	201.00	8.00	9.32	27.27	101235.84	52391	0	Titan	
48	0:00:42	1/1/2019 	35085	566.00	8.00	13.45	27.27	101235.84	1846	0	Titan	
49	0:00:42	1/1/2019 	35102	676.00	11.00	15.26	27.27	101235.84	3828	0	Titan	
50	0:00:42	1/1/2019 	35827	147.00	8.00	7.93	27.27	101235.98	52394	0	Titan	
51	0:00:43	1/1/2019 	36470	678.00	11.00	15.27	27.27	101235.79	1847	0	Titan	
52	0:00:43	1/1/2019 	36655	134.00	8.00	7.56	27.27	101235.79	52393	0	Titan	
53	0:00:43	1/1/2019 	36789	132.00	7.00	7.49	27.27	101235.79	1847	0	Titan	
54	0:00:44	1/1/2019 	37652	952.00	163.00	41.22	27.26	101235.75	52392	0	Titan	
55	0:00:45	1/1/2019 	38897	139.00	8.00	7.70	27.26	101235.70	52394	0	Titan	
56	0:00:46	1/1/2019 	39377	241.00	9.00	10.15	27.26	101235.66	3828	0	Titan	
57	0:00:46	1/1/2019 	39688	958.00	166.00	41.62	27.26	101236.00	52396	0	Titan	
58	0:00:47	1/1/2019 	40886	182.00	8.00	8.87	27.26	101236.51	53342	0	Titan	
59	0:00:48	1/1/2019 	41456	701.00	13.00	15.99	27.25	101236.30	1848	0	Titan	
60	0:00:48	1/1/2019 	41927	137.00	8.00	7.64	27.25	101236.25	52394	0	Titan	
61	0:00:50	1/1/2019 	43722	61.00	7.00	5.89	27.25	101236.56	102932	0	Titan	
62	0:00:51	1/1/2019 	44444	880.00	84.00	27.05	27.25	101236.73	1851	0	Titan	
63	0:00:51	1/1/2019 	44992	978.00	571.00	98.49	27.25	101237.04	54514	1	Titan	
64	0:00:52	1/1/2019 	45055	94.00	8.00	6.44	27.25	101237.04	1849	0	Titan	
65	0:00:53	1/1/2019 	46474	60.00	8.00	5.89	27.24	101237.86	52393	0	Titan	
66	0:00:55	1/1/2019 	48090	154.00	8.00	8.13	27.24	101237.97	102936	0	Titan	
67	0:00:55	1/1/2019 	48891	151.00	8.00	8.05	27.24	101238.32	52392	0	Titan	
68	0:00:57	1/1/2019 	50729	438.00	8.00	12.40	27.23	101238.92	102934	0	Titan	
69	0:00:58	1/1/2019 	51132	254.00	8.00	10.36	27.23	101238.73	4920	0	Titan	
70	0:01:00	1/1/2019 	53762	786.00	36.00	21.01	27.23	101239.00	153485	0	Titan	
71	0:01:01	1/1/2019 	54231	753.00	23.00	18.85	27.23	101239.17	1851	0	Titan	
72	0:01:01	1/1/2019 	54296	371.00	8.00	11.87	27.23	101239.69	1850	0	Titan	
73	0:01:01	1/1/2019 	54693	107.00	8.00	6.78	27.23	101239.69	52392	0	Titan	
74	0:01:02	1/1/2019 	55016	974.00	597.00	104.14	27.22	101239.47	1847	0	Titan	
75	0:01:02	1/1/2019 	55044	509.00	8.00	12.90	27.22	101239.47	1851	0	Titan	
76	0:01:02	1/1/2019 	55773	85.00	8.00	6.24	27.22	101239.98	54368	0	Titan	
77	0:01:03	1/1/2019 	56420	965.00	358.00	67.32	27.22	101239.62	1850	0	Titan	
78	0:01:04	1/1/2019 	57178	107.00	8.00	6.78	27.22	101239.80	52398	0	Titan	
79	0:01:04	1/1/2019 	57221	402.00	8.00	12.14	27.22	101239.44	1849	0	Titan	
80	0:01:04	1/1/2019 	57293	826.00	62.00	23.81	27.22	101239.44	1847	0	Titan	
81	0:01:05	1/1/2019 	58619	211.00	8.00	9.54	27.22	101239.78	102935	0	Titan	
82	0:01:05	1/1/2019 	58710	939.00	147.00	38.81	27.22	101239.56	1848	0	Titan	
83	0:01:06	1/1/2019 	59407	157.00	8.00	8.21	27.22	101239.73	3850	0	Titan	
84	0:01:07	1/1/2019 	60435	111.00	8.00	6.89	27.21	101239.70	52393	0	Titan	
85	0:01:08	1/1/2019 	61136	886.00	96.00	29.19	27.21	101239.17	53342	0	Titan	
86	0:01:08	1/1/2019 	61251	903.00	107.00	31.35	27.21	101239.17	1850	0	Titan	
87	0:01:08	1/1/2019 	61764	69.00	8.00	5.97	27.21	101239.34	52390	0	Titan	
88	0:01:09	1/1/2019 	62018	110.00	8.00	6.86	27.21	101239.34	1847	0	Titan	
89	0:01:10	1/1/2019 	63742	152.00	7.00	8.07	27.21	101239.42	105074	0	Titan	
90	0:01:11	1/1/2019 	64922	109.00	8.00	6.84	27.21	101239.94	52393	0	Titan	
91	0:01:14	1/1/2019 	67307	641.00	9.00	14.46	27.20	101240.23	102932	0	Titan	
92	0:01:17	1/1/2019 	70609	980.00	735.00	131.95	27.19	101239.95	204020	0	Titan	
93	0:01:18	1/1/2019 	71255	380.00	8.00	11.95	27.19	101240.12	2804	0	Titan	
94	0:01:20	1/1/2019 	73728	411.00	8.00	12.21	27.19	101240.43	153479	0	Titan	
95	0:01:22	1/1/2019 	75614	166.00	8.00	8.46	27.19	101240.41	102929	0	Titan	
96	0:01:22	1/1/2019 	75812	58.00	7.00	5.88	27.19	101240.03	3990	0	Titan	
97	0:01:23	1/1/2019 	76371	337.00	8.00	11.52	27.19	101240.03	1848	0	Titan	
98	0:01:24	1/1/2019 	77396	542.00	8.00	13.19	27.19	101240.20	52391	0	Titan	
99	0:01:24	1/1/2019 	77978	151.00	8.00	8.05	27.18	101239.84	52390	0	Titan	
100	0:01:26	1/1/2019 	79001	100.00	8.00	6.59	27.18	101240.02	52389	0	Titan	
101	0:01:27	1/1/2019 	80843	149.00	8.00	7.99	27.18	101240.14	102934	0	Titan	
102	0:01:27	1/1/2019 	80864	198.00	8.00	9.25	27.18	101240.14	2809	0	Titan	
